Title,Link
17-080 to amend responsible animal ownership by-law no. 12-031,https://www.hamilton.ca/sites/default/files/2022-05/17-080.pdf
18-092 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-092.pdf
97-162 to amend streets by-law no. 86-77,https://www.hamilton.ca/sites/default/files/2022-06/97-162.pdf
"08-099 to amend by-law no. 07-170, to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/08-099.pdf
02-285 fireworks by-law,https://www.hamilton.ca/sites/default/files/2022-05/02-285-consolidated-april272022.pdf
"section: 11.4 -  mixed use high density (toc4) zone(pdf, 169.51 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section11-4-toc4zone-nov2021.pdf
"15-261 to amend by-law no. 12-031, a by-law for responsible animal ownership",https://www.hamilton.ca/sites/default/files/2022-06/15-261.pdf
"by-law no.23-161(pdf, 162.01 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-161.pdf
"by-law 08-108 fences - apportioning of costs of division fences - urban(pdf, 254.66 kb)",https://www.hamilton.ca/sites/default/files/2022-02/08-108.pdf
"2024 hamilton development charges background study(pdf, 2.93 mb)",https://www.hamilton.ca/sites/default/files/2024-02/planning-2024-Development-Charges-Report-Final.pdf
"17-279 to amend by-law no. 15-058, a by-law respecting building permits and related matters",https://www.hamilton.ca/sites/default/files/2022-06/17-279.pdf
464 the zoning by-law of the township of glanbrook,https://www.hamilton.ca/sites/default/files/2023-11/glanbrook-zoning-by-law-464-nov2023.pdf
"20-259 to amend by-law no. 15-058, a by-law respecting building permits and related matters",https://www.hamilton.ca/sites/default/files/2022-04/20-259.pdf
"23-068 by-law to amend by-law no. 19-286 being a by-law for the prohibiting and regulating the alteration of property grades, the placing or dumping of fill, and the removal of topsoil",https://www.hamilton.ca/sites/default/files/2023-05/23-068.pdf
16-184 pool enclosure by-law,https://www.hamilton.ca/sites/default/files/2023-05/16-184-Office_Consolidation.pdf
"20-033 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-04/20-033.pdf
19-286 site alteration by-law,https://www.hamilton.ca/sites/default/files/2023-05/19-286-consolidation-may2023-1.pdf
19-007 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-04/19-007.pdf
06-243 hamilton sign by-law,https://www.hamilton.ca/sites/default/files/2022-02/06-243%20-%20Repealed.pdf
"09-156 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-03/09-156.pdf
"by-law no. 16-288 - office consolidation(pdf, 93.15 kb)",https://www.hamilton.ca/sites/default/files/2022-06/16-288-consolidation.pdf
"by-law 23-235(pdf, 216.91 kb)",https://www.hamilton.ca/sites/default/files/2023-12/23-235.pdf
"complete sign by-law variance application form(pdf, 171.55 kb)",https://www.hamilton.ca/sites/default/files/2024-01/pedapplications-sign-variance-application1.pdf
06-228 to amend the sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-02/06-228%20-%20Repealed.pdf
22-071 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/22-071.pdf
"13-217 to amend by-law no. 12-031, a by-law for responsible animal ownership",https://www.hamilton.ca/sites/default/files/2022-04/13-217_0.pdf
19-199 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/19-199.pdf
"08-285 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/08-285.pdf
"by-law no. 07-282(pdf, 545.43 kb)",https://www.hamilton.ca/sites/default/files/2022-02/07-282.pdf
"24-058 to amend by-law no. 23-162, a by-law to prescribe standards for the maintenance and occupancy of property",https://www.hamilton.ca/sites/default/files/2024-04/24-058.pdf
"20-130 to amend by-law no. 19-181, the whistleblower by-law",https://www.hamilton.ca/sites/default/files/2022-04/20-130.pdf
21-121 hamilton off-road vehicle by-law,https://www.hamilton.ca/sites/default/files/2022-03/21-121.pdf
20-144 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-04/20-144.pdf
07-101 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-02/07-101.pdf
"21-217 to amend by-law no. 07-170, to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-04/21-217.pdf
"by-law no. 24-072; being a by-law respecting development charges on lands within the city of hamilton(pdf, 1.24 mb)",https://www.hamilton.ca/sites/default/files/2024-05/24-072.pdf
04-319 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-01/04-319.pdf
19-259 trespass by-law,https://www.hamilton.ca/sites/default/files/2022-05/19-259.pdf
"property standards by-law 23-162(pdf, 263.39 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-162.pdf
05-200 zoning by-law section: 9.12 - extractive industrial (m12) zone,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section9-12-m12zone-apr2024.pdf
"section: 13.1 - airport (u1) zone(pdf, 107.25 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section13-1-u1zone-nov2021.pdf
05-200 zoning by-law section 2: interpretation,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section2-apr2024.pdf
"21-024 to amend by-law no. 12-151, being a by-law respecting the city of hamilton’s cemeteries",https://www.hamilton.ca/sites/default/files/2023-01/21-024.pdf
"by-law no. 11-285 - office consolidation(pdf, 167.92 kb)",https://www.hamilton.ca/sites/default/files/2022-03/11-285-consolidated-october-2021.pdf
"pic 2 presentation(pdf, 947.64 kb)",https://www.hamilton.ca/sites/default/files/2022-09/park-sam-lawrence-pic2-presentation.pdf
"download the applicable law checklist(pdf, 775.09 kb)",https://www.hamilton.ca/sites/default/files/2023-11/buildingpermit-checklist-applicable-law-nov2023.pdf
07-136 omb file no. pl060290 - to amend zoning by-law 06-038,https://www.hamilton.ca/sites/default/files/2022-03/07-136-OMBDecision.pdf
"section 6.1 - downtown central business district (d1) zone(pdf, 184.88 kb)",https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-1-d1zone-nov2021.pdf
19-066 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/19-066.pdf
20-196 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-04/20-196.pdf
16-328 to amend building permits and related matters by-law no. 15-058,https://www.hamilton.ca/sites/default/files/2022-06/16-328.pdf
"19-090 to amend by-law no. 18-270, the council procedural by-law",https://www.hamilton.ca/sites/default/files/2022-05/19-090-Repealed.pdf
"section: 8.3 major institutional (i3) zone(pdf, 148.1 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section8-3-i3zone-nov2021.pdf
13-320 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-04/13-320.pdf
"section: 7.3 - city wide (p3) zone(pdf, 120.92 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-3-p3zone-nov2021.pdf
by-law no. 16-184 - office consolidation,https://www.hamilton.ca/sites/default/files/2023-05/16-184-Office_Consolidation.pdf
14-320 to amend noise control by-law no. 11-285,https://www.hamilton.ca/sites/default/files/2022-06/14-320.pdf
"13-302 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-04/13-302.pdf
20-257 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-04/20-257.pdf
11-037 to amend the sewer and drain by-law no. 06-026,https://www.hamilton.ca/sites/default/files/2024-01/11-037-repealed.pdf
20-017 to amend city of hamilton idling control by-law no. 07-160,https://www.hamilton.ca/sites/default/files/2022-04/20-017.pdf
"20-132 to amend by-law no. 01-218, as amended, being a by-law to regulate on-street parking",https://www.hamilton.ca/sites/default/files/2022-04/20-132.pdf
15-176 site plan control by-law,https://www.hamilton.ca/sites/default/files/2023-04/15-176.pdf
08-300 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272,https://www.hamilton.ca/sites/default/files/2022-02/08-300.pdf
"section 6.2 - downtown prime retail streets (d2) zone(pdf, 160.3 kb)",https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-2-d2zone-nov2021.pdf
"08-131 to amend by-law no. 07-170, to licence and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/08-131.pdf
"schedule c: special exceptions(pdf, 4.84 mb)",https://www.hamilton.ca/sites/default/files/2024-02/zoningby-law05-200-schedule-c-exceptions-feb2024.pdf
"city of stoney creek zoning by-law 3692-92(pdf, 4.63 mb)",https://www.hamilton.ca/sites/default/files/2024-04/stoney-creek-zoning-by-law-3692-92-consolidation-apr2024.pdf
10-221 property standards by-law,https://www.hamilton.ca/sites/default/files/2022-03/10-221-consolidated.pdf
"09-024 to amend by-law no. 07-170, to license and regulate businesses",https://www.hamilton.ca/sites/default/files/2022-02/09-024-Repealed.pdf
"section: 10.5 - mixed use medium density (c5) zone(pdf, 184.41 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section10-5-c5zone-apr22.pdf
"section: 15.3 - low density residential - large lot (r2) zone(pdf, 152.16 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section15-3-ldr-large-lot-r2-zone-apr2024.pdf
96-122 to amend streets by-law no. 86-77,https://www.hamilton.ca/sites/default/files/2022-06/96-122.pdf
"yard maintenance by-law 10-118(pdf, 151.23 kb)",https://www.hamilton.ca/sites/default/files/2022-03/10-118-consolidated-jul2019.pdf
16-093 to amend property standards by-law no. 10-221,https://www.hamilton.ca/sites/default/files/2022-06/16-093.pdf
11-313 to amend the sewer and drain by-law no. 06-026,https://www.hamilton.ca/sites/default/files/2024-01/11-313-repealed.pdf
12-288 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-04/12-288.pdf
"section: 9.14 - shipping and navigation (east port) (m14) zone(pdf, 169.17 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-14-m14zone-nov2021.pdf
"adu checklist(pdf, 549.63 kb)",https://www.hamilton.ca/sites/default/files/2024-02/buildingpermit-checklist-additional-dwelling-unity-ADU.pdf
12-289 to amend the sewer and drain by-law no. 06-026 and implement the 2013 fees and charges,https://www.hamilton.ca/sites/default/files/2024-01/12-289-repealed.pdf
"section: 12.7 - existing rural industrial (e2) zone(pdf, 150.33 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section12-7-e2zone-nov2021.pdf
09-190 to repeal by-law no. 05-322 and requiring the supply of vital services,https://www.hamilton.ca/sites/default/files/2022-06/09-190-consolidated.pdf
"full list of by-law amendments passed by the city of hamilton amending zoning by-law 05-200(pdf, 483.27 kb)",https://www.hamilton.ca/sites/default/files/2023-06/zoningby-law05-200-record-amending-bylaws-jun2023.pdf
15-138 administrative penalty by-law,https://www.hamilton.ca/sites/default/files/2022-06/15-138-Repealed.pdf
"by-law no. 09-039(pdf, 153.64 kb)",https://www.hamilton.ca/sites/default/files/2022-02/09-039.pdf
"section: 9.6 - light industrial (m6) zone(pdf, 151.76 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-6-m6zone-nov2021.pdf
"18-330 to amend by-law no. 15-058, a by-law respecting building permits and related matters",https://www.hamilton.ca/sites/default/files/2022-05/18-330.pdf
"08-267 to amend by-law no. 07-170, a by-law to licence and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/08-267.pdf
18-289 to amend zoning by-law no. 05-200 (hamilton),https://www.hamilton.ca/sites/default/files/2022-05/18-289_0.pdf
"19-258 to amend by-law 07-170, to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-05/19-258.pdf
"09-152 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-03/09-152.pdf
17-240-01 lpat file no. pl171451 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/17-240-lpat.pdf
05-200 zoning by-law section: 15.1 - residential zones - low density residential (r1) zone,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section15-1-ldr-r1-zone1-apr2024.pdf
20-195 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-04/20-195.pdf
88-244 to amend streets by-law no. 86-77,https://www.hamilton.ca/sites/default/files/2022-06/88-244.pdf
17-026 to amend hamilton sign by-law no. 10-197,https://www.hamilton.ca/sites/default/files/2022-05/17-026.pdf
19-057 to amend backflow prevention by-law no. 10-103,https://www.hamilton.ca/sites/default/files/2022-05/19-057.pdf
19-173 to amend yard maintenance by-law no. 10-118,https://www.hamilton.ca/sites/default/files/2022-05/19-173.pdf
"section: 7.4 - open space (p4) zone(pdf, 118.33 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-4-p4zone-nov2021.pdf
21-166 rental housing by-law,https://www.hamilton.ca/sites/default/files/2022-09/21-166.pdf
05-200 zoning by-law section: 12.4 - settlement commercial (s2) zone,https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section12-4-s2zone-nov2021.pdf
"20-042 to amend by-law no. 18-270, the council procedural by-law",https://www.hamilton.ca/sites/default/files/2022-04/20-042-Repealed.pdf
15-118 omb case no. pl110331 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/15-118-OMBDecision.pdf
"17-264 to amend the sewer and drain by-law no. 06-026, and implement the 2018 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/17-264-repealed.pdf
15-189 to amend building permits and related matters by-law no. 15-058,https://www.hamilton.ca/sites/default/files/2022-06/15-189.pdf
22-075 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/22-075.pdf
20-221 to repeal and replace solid waste management by-law no. 09-067,https://www.hamilton.ca/sites/default/files/2022-04/20-221-consolidated.pdf
24-052 to delete and replace section 5: parking of zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2024-04/24-052.pdf
07-357 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272,https://www.hamilton.ca/sites/default/files/2022-02/07-357.pdf
"online survey results for concept alternatives(pdf, 28.56 kb)",https://www.hamilton.ca/sites/default/files/2022-09/park-sam-lawrence-pic2-survey-summary.pdf
22-073 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/22-073.pdf
06-346 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-02/06-346.pdf
07-146 to amend fireworks by-law no. 02-285 and to repeal by-law no. 4166-94,https://www.hamilton.ca/sites/default/files/2022-02/07-146.pdf
04-091 adequate heat by-law,https://www.hamilton.ca/sites/default/files/2022-01/04-091_consolidated_last_revised_may_26_2017.pdf
"by-law no. 07-170(pdf, 1.61 mb)",https://www.hamilton.ca/sites/default/files/2023-12/07-170-consolidated-nov302023.pdf
22-058 to amend snow removal by-law 03-296,https://www.hamilton.ca/sites/default/files/2022-06/22-058.pdf
05-200 zoning by-law section: 9.11 - airport prestige business (m11) zone,https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-11-m11zone-nov2021.pdf
10-128 omb file no. pl100633 - to amend by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-03/10-128-OMB-01.pdf
"19-068 to amend on-street parking by-law no. 01-218, and administrative penalty by-law no. 17-255",https://www.hamilton.ca/sites/default/files/2022-05/19-068.pdf
71-59 to amend motorized snow vehicles by-law n0. 71-23,https://www.hamilton.ca/sites/default/files/2022-06/71-59.pdf
"section: 8.2 community institutional (i2) zone(pdf, 86.05 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section8-2-i2zone-jul2022.pdf
"23-063 to amend by-law no. 21-021, a by-law to govern the proceedings of city council and committees of council",https://www.hamilton.ca/sites/default/files/2023-04/23-063.pdf
"18-040 to amend by-law no. 07-170, being a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-05/18-040.pdf
"20-128 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-04/20-128.pdf
"section: 13.2 - utility (u2) zone(pdf, 123.54 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section13-2-u2zone-nov2021.pdf
"21-242 to amend by-law no. 15-058, a by-law respecting building permits and related matters",https://www.hamilton.ca/sites/default/files/2022-04/21-242.pdf
"14-191 to amend by-law no. 12-031, a by-law for responsible animal ownership",https://www.hamilton.ca/sites/default/files/2022-06/14-191.pdf
"22-118 to amend by-law no. 01-219, a by-law to manage and regulate municipal parks",https://www.hamilton.ca/sites/default/files/2022-06/22-118.pdf
11-315 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/11-315.pdf
12-260 to amend solid waste management by-law no. 09-067,https://www.hamilton.ca/sites/default/files/2022-04/12-260-Repealed.pdf
19-062 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/19-062.pdf
17-083 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/17-083.pdf
09-260 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/09-260.pdf
"by-law no. 14-090 - office consolidation(pdf, 539.82 kb)",https://www.hamilton.ca/sites/default/files/2023-01/14-090-consolidation-jan2023.pdf
"section: 11.1 - mixed use (toc1) zone(pdf, 187.27 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section11-1-toc1zone-jul2022.pdf
08-140 omb file no. pl070386 - to amend zoning by-law no. 07-043,https://www.hamilton.ca/sites/default/files/2022-03/08-140-OMBDecision.pdf
05-128 to amend fireworks by-law no. 02-285,https://www.hamilton.ca/sites/default/files/2022-02/05-128.pdf
"town of flamborough zoning by-law 90-145-z(pdf, 3.94 mb)",https://www.hamilton.ca/sites/default/files/2023-05/flamborough-zoning-by-law-90-145z-feb2023-v2.pdf
19-053 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/19-053.pdf
"by-law no. 01-219 - office consolidation(pdf, 334.68 kb)",https://www.hamilton.ca/sites/default/files/2022-06/01-219-OfficeConsolidation06.15.2022.pdf
16-118 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/16-118.pdf
"2023 costing methodology update(pdf, 2.79 mb)",https://www.hamilton.ca/sites/default/files/2024-02/development-charges-Costing-Methodology-Report-2024-DC-Background-Study.pdf
"10-316 to amend by-law no. 10-197, a by-law respecting signs within the city of hamilton",https://www.hamilton.ca/sites/default/files/2022-03/10-316.pdf
18-114-01 lpat case no. pl180548 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-114-lpat-01.pdf
15-091  roads - equipment installation by-law,https://www.hamilton.ca/sites/default/files/2022-06/15-091.pdf
"18-043 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/18-043.pdf
"by-law no. 10-118(pdf, 151.23 kb)",https://www.hamilton.ca/sites/default/files/2022-03/10-118-consolidated-jul2019.pdf
"review the engagement survey results(pdf, 1.86 mb)",https://www.hamilton.ca/sites/default/files/2024-05/residential-zoning-reimagining-neighbourhoods-Consultation-Summary-Report.pdf
07-360 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-02/07-360.pdf
10-197 hamilton sign by-law,https://www.hamilton.ca/sites/default/files/2022-05/10-197-Consolidated_Feb222022.pdf
"section: 10.5a - mixed use medium density - pedestrian focus (c5a) zone(pdf, 176.41 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section10-5a-c5azone-may2022.pdf
"21-092 to repeal by-law no. 20-092, to adopt municipal options for tax capping(pdf, 66.3 kb)",https://www.hamilton.ca/sites/default/files/2022-03/21-092.pdf
"section: 9.5 - general industrial (m5) zone(pdf, 136.99 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-5-m5zone-nov2021.pdf
06-038 to amend zoning by-laws of the former area municipalities,https://www.hamilton.ca/sites/default/files/2022-02/06-038.pdf
"by-law no. 16-290 - office consolidation(pdf, 159.52 kb)",https://www.hamilton.ca/sites/default/files/2022-05/16-290-consolidation.pdf
05-200 zoning by-law section: 12.1 - agriculture (a1) zone,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section12-1-a1zone-apr2024.pdf
"section 5: parking regulations(pdf, 405.17 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section5-parking1-apr2024.pdf
10-037 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-03/10-037.pdf
15-173-02 omb case no. pl150805 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/15-173-OMB-02.pdf
"by-law no. 17-127(pdf, 38.92 kb)",https://www.hamilton.ca/sites/default/files/2022-05/17-127v2.pdf
"by-law no. 12-151 - office consolidation(pdf, 329.93 kb)",https://www.hamilton.ca/sites/default/files/2024-02/12-151-consolidated-Jan2024.pdf
"by-law no. 07-160 - office consolidation(pdf, 57.46 kb)",https://www.hamilton.ca/sites/default/files/2022-05/07-160-consolidated.pdf
17-127 hamilton vacant building registry by-law,https://www.hamilton.ca/sites/default/files/2022-05/17-127v2.pdf
"16-010 to amend by-law no. 15-138, being a by-law to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-06/16-010.pdf
"15-238 to amend by-law no. 15-173, amendments to zoning by-law no. 05-200",https://www.hamilton.ca/sites/default/files/2022-06/15-238.pdf
"complete sewer by-law assessment report(pdf, 488.9 kb)",https://www.hamilton.ca/sites/default/files/2023-04/operatingbusiness-sewer-use-bylaw-assessment-report.pdf
16-265-01 omb case no. pl161168 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/16-265-OMBDecision.pdf
"download the terms of reference(pdf, 690.14 kb)",https://www.hamilton.ca/sites/default/files/2023-02/pedguidelines-zoning-compliance-review-nov2022.pdf
"section: 10.3 - community commercial (c3) zone(pdf, 133.36 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section10-3-c3zone-apr22.pdf
"appendix j - draft development charges by-law(pdf, 2.99 mb)",https://www.hamilton.ca/sites/default/files/2023-12/planning-202DCStudy-Appendix-J-Draft-By-laws.pdf
81-218 to amend motorized snow vehicles by-law no. 71-23,https://www.hamilton.ca/sites/default/files/2022-06/81-218.pdf
20-070 to establish city of hamilton land described as part of trailbank gardens,https://www.hamilton.ca/sites/default/files/2022-04/20-070.pdf
"by-law no. 19-114(pdf, 2.01 mb)",https://www.hamilton.ca/sites/default/files/2022-05/19-114.pdf
03-272 sanitary surcharge and wastewater abatement by-law,https://www.hamilton.ca/sites/default/files/2022-01/surcharge-wastewater-abatement-fees-amending-by-law-20-256-july2021.pdf
"19-099 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/19-099.pdf
"section: 15.1 - low density residential (r1) zone(pdf, 177.12 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section15-1-ldr-r1-zone1-apr2024.pdf
11-039 to amend the sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-03/11-039-Repealed.pdf
21-167 to amend zoning by-laws of the former area municipalities,https://www.hamilton.ca/sites/default/files/2022-03/21-167_0.pdf
10-128 to amend by-law 05-200 to create new lndustrial zones for the city of hamilton,https://www.hamilton.ca/sites/default/files/2023-04/10-128.pdf
"by-law no. 12-031 - office consolidation(pdf, 1.38 mb)",https://www.hamilton.ca/sites/default/files/2022-07/12-031-officeconsolidation-jun16-22.pdf
"zoning compliance review form(pdf, 148.98 kb)",https://www.hamilton.ca/sites/default/files/2023-05/zoning-compliance-review-form-2023-1.pdf
11-103 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/11-103.pdf
17-051 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272,https://www.hamilton.ca/sites/default/files/2022-05/17-051.pdf
16-265 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/16-265-NotFinal.pdf
04-318 to amend the sewer use by-law 04-150 and implement the 2005 sewer use fees and charges,https://www.hamilton.ca/sites/default/files/2022-04/04-318-Repealed.pdf
"05-099 to amend by-law no. 01-219, as amended, to manage and regulate municipal parks",https://www.hamilton.ca/sites/default/files/2022-02/05-099.pdf
13-324 to amend the backflow prevention by-law no. 10-103 and implement the 2013 fees and charges,https://www.hamilton.ca/sites/default/files/2022-04/13-324.pdf
20-181 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-04/20-181.pdf
79-313 to amend motorized snow vehicles by-law no. 71-23,https://www.hamilton.ca/sites/default/files/2022-06/79-313.pdf
"20-219 to amend by-law no. 12-031, a by-law for responsible animal ownership",https://www.hamilton.ca/sites/default/files/2022-04/20-219.pdf
"11-306 to amend by-law no. 10-260, a by-law to regulate vacant buildings",https://www.hamilton.ca/sites/default/files/2022-03/11-306.pdf
12-290 to amend the sewer use by-law no. 04-150 and implement the 2013 sewer use fees and charges,https://www.hamilton.ca/sites/default/files/2022-04/12-290.pdf
"section: 7.8 - conservation/hazard land rural (p8) zone(pdf, 137.63 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-8-p8zone-nov2021.pdf
16-284 to amend hamilton sign by-law no. 10-197,https://www.hamilton.ca/sites/default/files/2022-06/16-284.pdf
05-200 zoning by-law section: 12.5 - settlement institutional (s3) zone,https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section12-5-s5zone-nov2021.pdf
r00-054 woodland conservation regional by-law,https://www.hamilton.ca/sites/default/files/2022-02/woodland-conservation-r00-054-amendments.pdf
"permit to construct or demolish application form(pdf, 146.95 kb)",https://www.hamilton.ca/sites/default/files/2022-12/construction-building-permit-construct-demolish-application-form-dec2022.pdf
"by-law no. 76-80 (ancaster)(pdf, 312.01 kb)",https://www.hamilton.ca/sites/default/files/2022-01/76-80_ancastermotorizedsnowvehicles.pdf
"one-time enhancement grant relief application(pdf, 1.8 mb)",https://www.hamilton.ca/sites/default/files/2022-12/communityfunding-one-time-enhancement-grant-relief-application_0.pdf
07-043 omb file no. pl070386 - to amend zoning by-law 05-200,https://www.hamilton.ca/sites/default/files/2022-03/07-043-OMBDecision.pdf
11-285 noise control by-law,https://www.hamilton.ca/sites/default/files/2022-03/11-285-consolidated-october-2021.pdf
04-281 to amend by-law no. 03-117 and no. 03-118,https://www.hamilton.ca/sites/default/files/2022-03/04-281-Repealed.pdf
"by-law 11-174 - consolidated(pdf, 1.05 mb)",https://www.hamilton.ca/sites/default/files/2023-02/11-174-consolidation.pdf
"section 7.1 neighbourhood park (p1) zone(pdf, 117.81 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-1-p1zone-nov2021.pdf
"section: 12.6 - existing rural commercial (e1) zone(pdf, 176.35 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section12-6-e1zone-nov2021.pdf
"section: 14.2 - waterfront - multiple residential (wf2) zone(pdf, 142.16 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section14-2-wf2zone-nov2021.pdf
"town of dundas zoning by-law 3581-86(pdf, 2.64 mb)",https://www.hamilton.ca/sites/default/files/2022-11/dundas-zoning-by-law-3581-86-nov2022.pdf
"online park user survey results(pdf, 158.02 kb)",https://www.hamilton.ca/sites/default/files/2022-09/park-sam-lawrence-user-survey-summary.pdf
14-321 to amend noise control by-law no. 11-285,https://www.hamilton.ca/sites/default/files/2022-06/14-321.pdf
