Title,Link
"19-175 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-05/19-175.pdf
09-067 solid waste management by-law,https://www.hamilton.ca/sites/default/files/2022-02/09-067-Repealed.pdf
"22-256 to amend by-law no. 06-026, the sewer and drain by-law",https://www.hamilton.ca/sites/default/files/2024-01/22-256-repealed.pdf
09-267 omb file no. pl060290 - to amend zoning by-laws of the former area municipalities,https://www.hamilton.ca/sites/default/files/2022-03/09-267-OMBDecision.pdf
23-161 to require the supply of vital services and to repeal by-law no. 09-190,https://www.hamilton.ca/sites/default/files/2023-09/23-161.pdf
18-266 lpat case no. pl180818 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-266-lpat.pdf
18-032 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-032-NotFinal.pdf
"20-103 to amend by-law no. 18-270, the council procedural by-law city wide",https://www.hamilton.ca/sites/default/files/2022-04/20-103-Repealed.pdf
"notice of intent to cut, burn, or destroy trees application form - woodland con…(pdf, 414.96 kb)",https://www.hamilton.ca/sites/default/files/2022-06/Bylaws-Notice-Intent-to-Cut-Application-Form.pdf
5078-00 to amend motorized snow vehicles by-law no. 345-76,https://www.hamilton.ca/sites/default/files/2022-06/5078-00.pdf
"view map indicating potential pmtsas in hamilton(pdf, 660.72 kb)",https://www.hamilton.ca/sites/default/files/2022-08/inclusionary-zoning%20studyarea.pdf
16-288 integrity commissioner by-law,https://www.hamilton.ca/sites/default/files/2022-06/16-288-consolidation.pdf
"by-law no. 23-161(pdf, 162.01 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-161.pdf
"section: 7.7 - conservation/hazard land rural (p7) zone(pdf, 140.93 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-7-p7zone-nov2021.pdf
"download applicable law checklist(pdf, 775.09 kb)",https://www.hamilton.ca/sites/default/files/2023-11/buildingpermit-checklist-applicable-law-nov2023.pdf
10-142 fence by-law,https://www.hamilton.ca/sites/default/files/2022-03/10-142_consolidated.pdf
07-025 to amend fireworks by-law no. 02-285,https://www.hamilton.ca/sites/default/files/2022-02/07-025.pdf
19-278 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/19-278.pdf
"section 3: definitions(pdf, 358.37 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section3-definitions1-apr2024.pdf
11-312 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272 and implement the 2012 fees and charges,https://www.hamilton.ca/sites/default/files/2022-03/11-312.pdf
"section: 9.13 - shipping and navigation (port lands) (m13) zone(pdf, 156.16 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-13-m13zone-nov2021.pdf
09-263 to amend the sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-03/09-263-Repealed.pdf
22-093 to amend fireworks by-law 02-285 and to repeal by-law 07-025,https://www.hamilton.ca/sites/default/files/2022-06/22-093.pdf
"schedule 1(pdf, 164.53 kb)",https://www.hamilton.ca/sites/default/files/2022-11/construction-building-permit-schedule1-designerinformation-fillable.pdf
14-323 to amend site plan control by-law no. 03-294,https://www.hamilton.ca/sites/default/files/2022-06/14-323-Repealed.pdf
"15-237 to amend by-law no. 15-173, amendments to zoning by-law no. 05-200",https://www.hamilton.ca/sites/default/files/2022-06/15-237.pdf
"21-003 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-01/21-003.pdf
22-059 to amend pool enclosure by-law no.16-184,https://www.hamilton.ca/sites/default/files/2022-06/22-059.pdf
"by-law no. 10-142 - office consolidation(pdf, 49.06 kb)",https://www.hamilton.ca/sites/default/files/2022-03/10-142_consolidated.pdf
"by-law no. 15-125 trees - public property(pdf, 533.03 kb)",https://www.hamilton.ca/sites/default/files/2022-06/15-125.pdf
"07-049 to amend by-law 06-166, open space and parks zoning",https://www.hamilton.ca/sites/default/files/2022-02/07-049.pdf
"section: 8.1 neighbourhood institutional (i1) zone(pdf, 74.48 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section8-1-i1zone-jul2022.pdf
15-173-01 omb case no. pl150805 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/15-173-OMB-01.pdf
"20-150 being a by-law to amend on-street parking by-law no. 01-218, and administrative penalty by-law no. 17-255 to create special enforcement areas",https://www.hamilton.ca/sites/default/files/2022-04/20-150.pdf
10-118 yard maintenance by-law,https://www.hamilton.ca/sites/default/files/2022-03/10-118-consolidated-jul2019.pdf
"addendum to the 2024 development charges background study(pdf, 2.96 mb)",https://www.hamilton.ca/sites/default/files/2024-03/planning-2024-Development-Charges-Report-addendum-dec2023.pdf
"by-law no. 10-103 - office consolidation(pdf, 247.68 kb)",https://www.hamilton.ca/sites/default/files/2022-03/10-103-consolidation.pdf
"schedule e: temporary use provisions(pdf, 242.63 kb)",https://www.hamilton.ca/sites/default/files/2023-07/zoningby-law05-200-schedule-e-tempprovisions-jul2023.pdf
05-200 zoning by-law section: 9.10 - airport light industrial (m10) zone,https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-10-m10zone-nov2021.pdf
12-151 hamilton municipal cemeteries by-law,https://www.hamilton.ca/sites/default/files/2024-02/12-151-consolidated-Jan2024.pdf
16-184 pool enclosure by-law,https://www.hamilton.ca/sites/default/files/2022-06/16-184.pdf
20-077 to repeal and replace public nuisance by-law no. 09-110,https://www.hamilton.ca/sites/default/files/2022-04/20-077.pdf
10-013 to amend tree by-laws of former area municipalities,https://www.hamilton.ca/sites/default/files/2022-03/10-013.pdf
14-281 to amend site alteration by-law no. 03-126,https://www.hamilton.ca/sites/default/files/2022-06/14-281-Repealed.pdf
"section: 9.11 - airport prestige business (m11) zone(pdf, 155.48 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-11-m11zone-nov2021.pdf
"by-law-no. 23-162(pdf, 263.39 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-162.pdf
16-262 to amend property standards by-law no. 10-221,https://www.hamilton.ca/sites/default/files/2022-06/16-262.pdf
19-290 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-05/19-290.pdf
22-084 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/22-084.pdf
"23-044 to amend by-law no. 21-021, a by-law to govern the proceedings of council and committees of council",https://www.hamilton.ca/sites/default/files/2023-04/23-044.pdf
05-200 zoning by-law section: 6.0 downtown zones general provisions,https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-0-generalprovisions-nov2021.pdf
17-040-03 lpat case no. pl171450 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/17-240-lpat-03.pdf
"responsible animal ownership by-law no. 12-031(pdf, 1.38 mb)",https://www.hamilton.ca/sites/default/files/2022-07/12-031-officeconsolidation-jun16-22.pdf
18-114-03 lpat case no. pl180548 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-114-lpat-03.pdf
"by-law no. 02-283(pdf, 378.7 kb)",https://www.hamilton.ca/sites/default/files/2022-01/02-283.pdf
13-322 to amend the sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-04/13-322-Repealed.pdf
"section: 11.2 - local commerical (toc2) zone(pdf, 146.38 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section11-2-toc2zone-nov2021.pdf
5075-00 to amend tree by-law no. 4401-96,https://www.hamilton.ca/sites/default/files/2022-06/5075-00.pdf
"by-law no. 02-285 - office consolidation(pdf, 50.71 kb)",https://www.hamilton.ca/sites/default/files/2022-05/02-285-consolidated-april272022.pdf
"21-069 to amend site plan control by-law no. 15-176, as amended by by-law no. 18-104 and by-law no. 19-026",https://www.hamilton.ca/sites/default/files/2022-03/21-069.pdf
21-144 to amend property standards by-law no. 10-221,https://www.hamilton.ca/sites/default/files/2022-03/21-144.pdf
11-038 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272,https://www.hamilton.ca/sites/default/files/2022-03/11-038.pdf
"section: 14.1 - waterfront - multiple residential (wf1) zone(pdf, 123.98 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section14-1-wf1zone-nov2021.pdf
17-126 to amend property standards by-law no. 10-221,https://www.hamilton.ca/sites/default/files/2022-05/17-126.pdf
05-200 zoning by-law section: 6.2 downtown prime retail streets (d2) zone,https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-2-d2zone-nov2021.pdf
"23-053 to amend by-law no. 19-181, the whistleblower by-law",https://www.hamilton.ca/sites/default/files/2023-04/23-053.pdf
"18-197 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/18-197.pdf
"20-271 to amend by-law no. 01-219, to manage and regulate municipal parks and to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-04/20-271.pdf
05-200 zoning by-law section: 9.6 - light industrial (m6) zone,https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-6-m6zone-nov2021.pdf
"property standards by-law no. 23-162(pdf, 263.39 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-162.pdf
"section 2: interpretation(pdf, 191.81 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section2-apr2024.pdf
"concept alternatives for sam lawrence park(pdf, 7.42 mb)",https://www.hamilton.ca/sites/default/files/2022-09/park-sam-lawrence-concept-alternatives.pdf
10-260 vacant building registry by-law,https://www.hamilton.ca/sites/default/files/2022-03/10-260-Repealed.pdf
"21-146 to amend by-law 09-190, requiring the supply of vital services and to amend by-law 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-03/21-146.pdf
3692-92 zoning by-law of the city of stoney creek,https://www.hamilton.ca/sites/default/files/2024-04/stoney-creek-zoning-by-law-3692-92-consolidation-apr2024.pdf
21-071 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-03/21-071.pdf
10-104 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/10-104.pdf
"19-289 to amend the sewer and drain by-law no. 06-026, and implement the 2020 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/19-289-repealed.pdf
"section: 9.1 research and development (m1) zone(pdf, 148.96 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-1-m1zone-nov2021.pdf
05-200 zoning by-law section 5: parking regulations,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section5-parking1-apr2024.pdf
22-197 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-12/22-197.pdf
08-255 to amend city's licensing code by-law no. 07-170 and 2008 user fees by-law no. 08-169,https://www.hamilton.ca/sites/default/files/2022-02/08-255.pdf
94-016 to amend streets by-law no. 86-77,https://www.hamilton.ca/sites/default/files/2022-06/94-016.pdf
"by-law no. 19-181 office consolidation(pdf, 192.5 kb)",https://www.hamilton.ca/sites/default/files/2023-08/19-181consolidation-aug2023.pdf
"20-096 to amend by-law no. 02-285, to regulate the sale and use of fireworks and to amend by-law 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-04/20-096.pdf
21-143 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-03/21-143.pdf
"applicable law checklist(pdf, 775.09 kb)",https://www.hamilton.ca/sites/default/files/2023-11/buildingpermit-checklist-applicable-law-nov2023.pdf
15-278 to appoint hearing officers pursuant to the administrative penalty by-law no. 15-138,https://www.hamilton.ca/sites/default/files/2022-06/15-278.pdf
03-296 snow removal by-law,https://www.hamilton.ca/sites/default/files/2023-05/03-296-Office_Consolidation.pdf
18-200 to amend zoning by-law no. 05-200 (hamilton),https://www.hamilton.ca/sites/default/files/2022-05/18-200.pdf
14-163 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/14-163%20.pdf
05-200 zoning by-law section 3: definitions,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section3-definitions1-apr2024.pdf
16-321 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272 and implement the 2017 fees and charges,https://www.hamilton.ca/sites/default/files/2022-06/16-321.pdf
03-296 snow removal by-law,https://www.hamilton.ca/sites/default/files/2022-01/03-296%20Snow.pdf
"section: 9.2 - general business park (m2) zone(pdf, 146.72 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-2-m2zone-nov2021.pdf
16-231 to amend adequate heat by-law no. 04-091,https://www.hamilton.ca/sites/default/files/2022-06/16-231.pdf
"18-114-04 lpat case no. olt-22-002191 - to amend zoning by-law no. 05-200 with respect to lands located at 215-231 main street west and 67-69 queen street south, hamilton schedule 2",https://www.hamilton.ca/sites/default/files/2023-05/18-114-lpat-04.pdf
05-200 zoning by-law section 4: general provisions,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section4-generalprovisions-apr2024.pdf
"section: 15.2 - low density residential - small lot (r1a) zone(pdf, 176.78 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section15-2-ldr-small-lot-r1a-zone1-apr2024.pdf
"12-070 to amend by-law no. 10-118, a by-law to regulate exterior property maintenance",https://www.hamilton.ca/sites/default/files/2022-04/12-070.pdf
15-107 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/15-107.pdf
"15-029 to amend the sewer and drain by-law no. 06-026, and implement the 2015 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/15-029-repealed.pdf
06-166 to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-02/06-166.pdf
"23-030 to amend site plan control by-law no. 15-176, as amended by by-law nos. 18-104, 19-026, and 21-069, respecting amendments to section 41 of the planning act",https://www.hamilton.ca/sites/default/files/2023-03/23-030.pdf
"14-088 to amend by-law no. r77-109, the hamilton regional roads by-law and by-law no. 86-77, the hamilton streets by-law",https://www.hamilton.ca/sites/default/files/2022-06/14-088.pdf
"09-170 to amend by-law no. 07-170, a by-law to license and regulate certain businesses",https://www.hamilton.ca/sites/default/files/2022-03/09-170.pdf
"by-law no. 12-130(pdf, 152.32 kb)",https://www.hamilton.ca/sites/default/files/2022-04/12-130.pdf
17-240-02 lpat file no. pl180355 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-06/17-240-lpat-02.pdf
"18-041 to amend by-law no. 07-170, being a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-05/18-041.pdf
by-law no. 15-176 - office consolidation,https://www.hamilton.ca/sites/default/files/2023-04/15-176.pdf
"by-law 23-234(pdf, 571.18 kb)",https://www.hamilton.ca/sites/default/files/2023-12/23-234.pdf
"section: 10.4 - mixed use high density (c4) zone(pdf, 170.38 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section10-4-c4zone-apr22.pdf
21-223 to amend sewer and drain by-law no. 06-026,https://www.hamilton.ca/sites/default/files/2024-01/21-223-repealed.pdf
"discharge of recreational firearms by-law 19-114 (pdf, 2 mb)",https://www.hamilton.ca/sites/default/files/2022-05/19-114.pdf
21-021 a by-law to govern the proceedings of council and committees of council,https://www.hamilton.ca/sites/default/files/2023-11/21-021-consolidation-nov82023.pdf
"22-254 to amend by-law no. 21-021, a by-law to govern the proceedings of council and committees of council",https://www.hamilton.ca/sites/default/files/2022-09/22-254.pdf
"19-147 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/19-147.pdf
05-200 zoning by-law section: 12.3 - settlement residential (s1) zone,https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section12-3-s1zone-apr2024.pdf
21-199 to amend noise control by-law no. 11-285,https://www.hamilton.ca/sites/default/files/2022-04/21-199.pdf
22-147 to amend integrity commissioner by-law no. 16-288,https://www.hamilton.ca/sites/default/files/2022-06/22-147.pdf
"phase 1 construction extents(pdf, 1.28 mb)",https://www.hamilton.ca/sites/default/files/2024-04/sam-lawrence-park-phase1-drawing.pdf
"section 7.2 community park (p2) zone(pdf, 116.56 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section7-2-p2zone-nov2021.pdf
12-291 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272 and implement the 2013 fees and charges,https://www.hamilton.ca/sites/default/files/2022-04/12-291.pdf
"20-093 to amend by-law no. 19-127, to provide tax rebates for charities, simila…(pdf, 80.65 kb)",https://www.hamilton.ca/sites/default/files/2022-04/20-093.pdf
19-172 to appoint hearing officers pursuant to the administrative penalty by-law no. 17-225 and to repeal by-law no. 15-278,https://www.hamilton.ca/sites/default/files/2022-12/19-172-repealed.pdf
11-036 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/11-036.pdf
"section 6.3 - downtown mixed use (d3) zone(pdf, 146.98 kb)",https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-3-d3zone-nov2021.pdf
"09-026 to amend by-law no. 07-170, a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/09-026-Repealed.pdf
"section: 12.4 - settlement commercial (s2) zone(pdf, 138.86 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section12-4-s2zone-nov2021.pdf
08-302 to amend the sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-02/08-302-Repealed.pdf
06-344 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272,https://www.hamilton.ca/sites/default/files/2022-02/06-344.pdf
"15-282 to amend the sewer and drain by-law no. 06-026, and implement the 2016 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/15-282-repealed.pdf
96-205 to amend streets by-law no. 86-77,https://www.hamilton.ca/sites/default/files/2022-06/96-205.pdf
11-211 to amend sewer use by-law no. 04-150,https://www.hamilton.ca/sites/default/files/2022-03/11-211.pdf
05-378 to amend the sewer use by-law 04-150,https://www.hamilton.ca/sites/default/files/2022-02/05-378%20-%20REPEALED.pdf
15-281 to amend the sanitary surcharge and wastewater abatement by-law no. 03-272 and implement the 2016 fees and charges,https://www.hamilton.ca/sites/default/files/2022-06/15-281.pdf
"23-206 to amend by-law no. 16-184, being a by-law to regulate enclosures for privately-owned outdoor pools",https://www.hamilton.ca/sites/default/files/2023-11/23-206.pdf
"section: 9.3 - prestige business park  (m3) zone(pdf, 168.16 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-3-m3zone-nov2021.pdf
"18-342 to amend the sewer and drain by-law no. 06-026, and implement the 2019 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/18-342-repealed.pdf
09-154 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-03/09-154.pdf
"17-068 to amend by-law no. 11-285, a by-law to control noise",https://www.hamilton.ca/sites/default/files/2022-05/17-068.pdf
"19-171 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/19-171.pdf
"section: 12.1 - agriculture (a1) zone(pdf, 187.87 kb)",https://www.hamilton.ca/sites/default/files/2024-04/zoningby-law05-200-section12-1-a1zone-apr2024.pdf
"by-law no. 07-170 - office consolidation(pdf, 1.61 mb)",https://www.hamilton.ca/sites/default/files/2023-12/07-170-consolidated-nov302023.pdf
19-138 to amend property standards by-law no. 10-221,https://www.hamilton.ca/sites/default/files/2022-05/19-138.pdf
"complete zoning by-law amendment application form(pdf, 276.46 kb)",https://www.hamilton.ca/sites/default/files/2024-01/pedapplications-official-plan-zoning-bylaw-amendment-application.pdf
22-108 to amend responsible animal ownership by-law no. 12-031,https://www.hamilton.ca/sites/default/files/2022-06/22-108.pdf
"22-255 to amend by-law no. 20-205, to adopt and maintain a procurement policy for the city of hamilton",https://www.hamilton.ca/sites/default/files/2022-10/22-255-consolidated-oct2022.pdf
"21-122 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-03/21-122.pdf
"18-044 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/18-044.pdf
"by-law no. 10-122(pdf, 907.08 kb)",https://www.hamilton.ca/sites/default/files/2022-03/10-122.pdf
"19-308 to amend by-law no. 18-270, the council procedural by-law",https://www.hamilton.ca/sites/default/files/2022-05/19-308-Repealed.pdf
"20-260 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-04/20-260.pdf
"adu sample drawings(pdf, 4.15 mb)",https://www.hamilton.ca/sites/default/files/2024-02/buildingpermit-drawing-additional-dwelling-unit-ADU.pdf
"23-064 to amend by-law no. 21-021, a by-law to govern the proceedings of city council and committees of council, to establish a long-term care homes committee of management for the city of hamilton",https://www.hamilton.ca/sites/default/files/2023-04/23-064.pdf
"20-184 to amend by-law no. 18-270, the council procedural by-law",https://www.hamilton.ca/sites/default/files/2022-04/20-184-Repealed.pdf
"11-057 to amend by-law no. 10-221, a by-law to prescribe standards for the maintenance and occupancy of property",https://www.hamilton.ca/sites/default/files/2022-03/11-057.pdf
"18-124 to appoint municipal law enforcement officers, property standards officers, area weed inspectors, and to repeal by-law no. 15-131",https://www.hamilton.ca/sites/default/files/2022-05/18-124.pdf
"09-058 to amend by-law no. 07-170,  a by-law to license and regulate various businesses",https://www.hamilton.ca/sites/default/files/2022-02/09-058.pdf
"section: 9.10 - airport light industrial (m10) zone(pdf, 142.84 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section9-10-m10zone-nov2021.pdf
"19-148 to amend by-law no. 17-225, to establish a system of administrative penalties",https://www.hamilton.ca/sites/default/files/2022-05/19-148.pdf
"section: 14.3 - waterfront - prime retail streets (wf3) zone(pdf, 146.05 kb)",https://www.hamilton.ca/sites/default/files/2022-07/zoningby-law05-200-section14-3-wf3zone-nov2021.pdf
"section 6.4 - downtown local commercial (d4) zone(pdf, 140.01 kb)",https://www.hamilton.ca/sites/default/files/2022-05/zoningby-law05-200-section6-4-d4zone-nov2021.pdf
08-087 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-02/08-087.pdf
05-376 to amend the sanitary surcharge and wastewater abatement by-law 03-272,https://www.hamilton.ca/sites/default/files/2022-02/05-376.pdf
11-262 to amend the site alteration by-law no. 03-126,https://www.hamilton.ca/sites/default/files/2022-03/11-262-Repealed.pdf
"survey feedback for concept alternatives(pdf, 28.56 kb)",https://www.hamilton.ca/sites/default/files/2022-09/park-sam-lawrence-pic2-survey-summary.pdf
04-320 to amend the sanitary surcharge and wastewater abatement by-law 03-272 and implement the 2005 fees and charges,https://www.hamilton.ca/sites/default/files/2022-01/04-320.pdf
"10-171 to amend by-law no. 03-020, to regulate noise",https://www.hamilton.ca/sites/default/files/2022-03/10-171.pdf
"by-law no. 19-180 office consolidation(pdf, 120.66 kb)",https://www.hamilton.ca/sites/default/files/2023-04/23-052.pdf
08-238 to amend property standards by-law no. 03-117,https://www.hamilton.ca/sites/default/files/2022-02/08-238.pdf
"16-322 to amend the sewer and drain by-law no. 06-026, and implement the 2017 fees and charges",https://www.hamilton.ca/sites/default/files/2024-01/16-322-repealed.pdf
"by-law 21-121 - office consolidation(pdf, 171.81 kb)",https://www.hamilton.ca/sites/default/files/2023-01/21-121-consolidation.pdf
"read more about hamilton’s vital services by-law no. 23-161(pdf, 162.01 kb)",https://www.hamilton.ca/sites/default/files/2023-09/23-161.pdf
"22-017 to amend by-law no. 21-021, a by-law to govern the proceedings of council and committees of council",https://www.hamilton.ca/sites/default/files/2022-06/22-017.pdf
06-201 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-02/06-201.pdf
19-100 to amend property standards by-law no. 10-221 and yard maintenance by-law no. 10-118,https://www.hamilton.ca/sites/default/files/2022-05/19-100.pdf
07-324 to amend hamilton sign by-law no. 06-243,https://www.hamilton.ca/sites/default/files/2022-02/07-324.pdf
11-078 cooling tower registry by-law,https://www.hamilton.ca/sites/default/files/2022-03/11-078.pdf
"20-055 to amend by-law no. 18-270, the council procedural by-law city wide",https://www.hamilton.ca/sites/default/files/2022-04/20-055-Repealed.pdf
19-305 to amend building by-law no. 15-058,https://www.hamilton.ca/sites/default/files/2022-05/19-305.pdf
18-114-02 lpat case no. pl180548 - to amend zoning by-law no. 05-200,https://www.hamilton.ca/sites/default/files/2022-05/18-114-lpat-02_lpat-03.pdf
"23-242 to amend by-law no. 12-151, being a by-law respecting the city of hamilton's cemeteries",https://www.hamilton.ca/sites/default/files/2023-12/23-242.pdf
06-348 to amend the sewer and drain by-law no. 06-026 and implement the 2007 fees and charges,https://www.hamilton.ca/sites/default/files/2022-02/06-348.pdf
08-303 to amend the waterworks by-law no. r84-026,https://www.hamilton.ca/sites/default/files/2022-02/08-303.pdf
13-321 to amend the sewer and drain by-law no. 06-026 and implement the 2014 fees and charges,https://www.hamilton.ca/sites/default/files/2024-01/13-321-repealed.pdf
"23-240 to amend by-law no. 15-058, a by-law respecting building permits and related matters",https://www.hamilton.ca/sites/default/files/2023-12/23-240.pdf
